-0.0323729 -0.0323729 -0.0323729 0.01 
26.7812 26.7812 26.7812 26.7812 
-0.0238983 -0.0238983 -0.0238983 0.01 
3.9761 3.9761 3.9761 3.9761 
-0.0323729 -0.0323729 -0.0323729 0.01 
-0.0154237 -0.0154237 -0.0154237 0.01 
-0.134068 -0.134068 -0.134068 0.01 
1.99305 1.99305 1.99305 1.99305 
-0.00694915 -0.00694915 -0.00694915 0.01 
-0.0154237 -0.0154237 -0.0154237 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.0577966 -0.0577966 -0.0577966 0.01 
-0.0323729 -0.0323729 -0.0323729 0.01 
0.00152542 0.00152542 0.00152542 0.01 
0.00152542 0.00152542 0.00152542 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.00694915 -0.00694915 -0.00694915 0.01 
-0.0323729 -0.0323729 -0.0323729 0.01 
-0.0238983 -0.0238983 -0.0238983 0.01 
-0.0408475 -0.0408475 -0.0408475 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.00694915 -0.00694915 -0.00694915 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
1.00153 1.00153 1.00153 1.00153 
0.00152542 0.00152542 0.00152542 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
2.98458 2.98458 2.98458 2.98458 
-0.0154237 -0.0154237 -0.0154237 0.01 
0.00152542 0.00152542 0.00152542 0.01 
-0.0577966 -0.0577966 -0.0577966 0.01 
-0.0154237 -0.0154237 -0.0154237 0.01 
-0.0238983 -0.0238983 -0.0238983 0.01 
1.00153 1.00153 1.00153 1.00153 
1.00153 1.00153 1.00153 1.00153 
-0.0408475 -0.0408475 -0.0408475 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.0323729 -0.0323729 -0.0323729 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.0323729 -0.0323729 -0.0323729 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.0323729 -0.0323729 -0.0323729 0.01 
-0.0323729 -0.0323729 -0.0323729 0.01 
3.9761 3.9761 3.9761 3.9761 
-0.00694915 -0.00694915 -0.00694915 0.01 
0.00152542 0.00152542 0.00152542 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
-0.0323729 -0.0323729 -0.0323729 0.01 
0.00152542 0.00152542 0.00152542 0.01 
0.00152542 0.00152542 0.00152542 0.01 
-0.0238983 -0.0238983 -0.0238983 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
0.00152542 0.00152542 0.00152542 0.01 
-0.00694915 -0.00694915 -0.00694915 0.01 
1.00153 1.00153 1.00153 1.00153 
-0.00694915 -0.00694915 -0.00694915 0.01 
24.7981 24.7981 24.7981 24.7981 
0.00152542 0.00152542 0.00152542 0.01 
0.00152542 0.00152542 0.00152542 0.01 
